Onset_Time,Offset_Time,Duration_Time,Sender,Subject,Class,Marker,Comment
0:00:00,0:00:00,0:00:00,,,,,
0:00:00,0:00:00,0:00:00,,,,,
0:07:32,0:43:07,0:35:35,LKM post hoc,,,01. Pre-induction,
0:09:35,0:52:50,0:43:15,LKM live - edited post hoc,,Medical,02. Anesthesia Induction,
0:54:27,1:33:23,0:38:56,LKM live - edited post hoc,,Medical,03. Sterile Prepping,
1:27:15,1:27:31,0:00:16,LKM live - edited post hoc,,Medical,04. Pre-incision Time-out,
1:33:16,1:41:06,0:07:50,LKM live - edited post hoc,,Medical,05. Sternotomy,
1:45:34,1:58:05,0:12:30,LKM live - edited post hoc,,Medical,07. Heparinization,
1:54:45,2:20:50,0:26:05,LKM live - edited post hoc,,Medical,08. Aortic Cannulation,
2:20:44,2:21:40,0:00:56,LKM post hoc,,,09. Initiate CPB,
2:25:59,2:28:53,0:02:54,LKM post hoc,,,10. Clamp Aorta and Deliver Cardioplegia,
2:31:34,3:35:03,1:03:28,LKM post hoc,,,11. Anastomoses - Aortotomy,
3:38:48,4:02:32,0:23:44,LKM live - edited post hoc,,Medical,12. Separate from Bypass,
4:05:28,5:02:24,0:56:56,LKM live - edited post hoc,,Medical,13. Sternal Closure,
4:36:22,4:37:18,0:00:56,LKM post hoc,,,14. Post-operative Debrief,
5:23:20,5:23:23,0:00:03,LKM live,,Medical,15. Patient Departure,
