Onset_Time,Offset_Time,Duration_Time,Sender,Subject,Class,Marker,Comment
0:00:00,0:00:00,0:00:00,,,,,
0:00:00,0:00:00,0:00:00,,,,,
0:07:07,0:07:10,0:00:03,AP live,,,00. Patient Arrival,
0:16:11,0:39:01,0:22:50,LKM post hoc,,,01. Pre-induction,
0:17:39,1:06:12,0:48:34,AP live - edited post hoc,,,02. Anesthesia Induction,
1:09:41,1:41:00,0:31:19,AP live - edited post hoc,,,03. Sterile Prepping,
1:39:11,1:39:27,0:00:16,AP live - edited post hoc,,,04. Pre-incision Time-out,
1:45:32,1:50:13,0:04:41,AP live - edited post hoc,,,05. Sternotomy,
1:55:57,2:55:45,0:59:48,LKM post hoc,,,06. Vessel Harvesting,
3:10:17,3:24:19,0:14:02,LKM post hoc,,,07. Heparinization,
3:11:50,3:42:07,0:30:17,LKM post hoc,,,08. Aortic Cannulation,
3:42:15,3:43:43,0:01:29,LKM post hoc,,,09. Initiate CPB,
3:51:30,3:56:20,0:04:50,LKM post hoc,,,10. Clamp Aorta and Deliver Cardioplegia,
3:57:52,5:10:16,1:12:24,AP live - edited post hoc,,,11. Anatomoses - Aortotomy,
5:13:49,5:37:51,0:24:02,AP live - edited post hoc,,,12. Separate from Bypass,
5:43:07,6:17:38,0:34:31,AP live - edited post hoc,,,13. Sternal Closure,
6:39:51,6:39:54,0:00:03,AP live,,,15. Patient Departure,
